network,autonomous_system_number,autonomous_system_organization
2001:4860::/36,15169,google
34.0.96.0/19,15169,google
34.0.128.0/18,15169,google
34.0.192.0/19,15169,google
34.0.224.0/22,15169,google
34.0.234.0/24,15169,google
34.0.240.0/20,15169,google
34.1.0.0/18,15169,google
34.1.64.0/21,15169,google
34.1.72.0/22,15169,google
34.1.76.0/24,15169,google
34.1.78.0/23,15169,google
34.1.80.0/24,15169,google
34.1.83.0/24,15169,google
34.1.84.0/22,15169,google
34.1.88.0/21,15169,google
34.1.96.0/23,15169,google
34.1.98.0/24,15169,google
34.3.3.0/24,15169,google
34.4.4.0/24,15169,google
108.177.0.0/17,15169,google
108.170.224.0/19,15169,google
108.170.220.0/23,15169,google
108.170.216.0/24,15169,google
108.170.196.0/23,15169,google
104.196.80.0/20,15169,google
104.196.72.0/21,15169,google
104.154.124.0/23,15169,google
34.0.32.0/19,15169,google
34.143.64.0/21,15169,google
8.35.200.0/21,15169,google
8.8.4.0/24,15169,google
207.223.160.0/20,15169,google
199.223.238.0/23,15169,google
199.192.112.0/24,15169,google
199.36.156.0/24,15169,google
199.36.154.0/23,15169,google
193.186.4.0/24,15169,google
192.178.0.0/15,15169,google
2607:f8b0::/32,15169,google
173.194.0.0/16,15169,google
172.253.128.0/17,15169,google
172.253.64.0/18,15169,google
172.253.32.0/19,15169,google
172.253.0.0/20,15169,google
172.217.128.0/17,15169,google
172.217.64.0/18,15169,google
172.217.48.0/21,15169,google
172.217.32.0/20,15169,google
172.217.0.0/19,15169,google
2620:120:e000::/40,15169,google
172.110.32.0/21,15169,google
2800:3f0::/32,15169,google
2a00:1450::/32,15169,google
2a00:79e1:805::/48,15169,google
66.22.228.0/23,15169,google
146.148.0.0/23,15169,google
142.250.0.0/15,15169,google
2c0f:fb50::/32,15169,google
8.8.8.0/24,15169,google
34.143.88.0/21,15169,google
34.144.0.0/20,15169,google
34.152.64.0/18,15169,google
35.206.128.0/17,15169,google
35.207.0.0/17,15169,google
35.207.128.0/18,15169,google
35.208.0.0/13,15169,google
35.216.0.0/15,15169,google
35.219.0.0/17,15169,google
35.219.128.0/18,15169,google
35.219.224.0/19,15169,google
35.220.0.0/17,15169,google
35.242.0.0/17,15169,google
74.125.128.0/17,15169,google
74.125.96.0/19,15169,google
35.243.16.0/20,15169,google
74.125.80.0/20,15169,google
74.125.72.0/21,15169,google
74.125.68.0/22,15169,google
74.125.67.0/24,15169,google
74.125.0.0/18,15169,google
72.14.192.0/18,15169,google
70.32.158.0/24,15169,google
70.32.144.0/21,15169,google
70.32.142.0/23,15169,google
70.32.141.0/24,15169,google
70.32.136.0/22,15169,google
70.32.128.0/21,15169,google
66.249.64.0/19,15169,google
66.102.0.0/20,15169,google
35.206.64.0/18,15169,google
35.206.32.0/19,15169,google
35.206.9.0/24,15169,google
35.206.0.0/21,15169,google
34.156.0.0/15,15169,google
34.158.4.0/22,15169,google
34.158.8.0/21,15169,google
34.158.16.0/20,15169,google
34.158.32.0/19,15169,google
34.158.64.0/18,15169,google
34.158.128.0/18,15169,google
34.158.192.0/19,15169,google
34.158.224.0/20,15169,google
34.158.240.0/21,15169,google
34.158.248.0/22,15169,google
34.167.0.0/16,15169,google
34.177.24.0/21,15169,google
2600:1908::/29,15169,google
34.177.32.0/19,15169,google
34.177.96.0/20,15169,google
34.177.112.0/21,15169,google
34.177.120.0/22,15169,google
34.179.0.0/16,15169,google
34.180.0.0/14,15169,google
34.184.0.0/15,15169,google
34.186.0.0/17,15169,google
34.187.0.0/16,15169,google
35.186.192.0/18,15169,google
35.187.128.0/20,15169,google
35.190.0.0/17,15169,google
35.190.248.0/21,15169,google
35.191.0.0/16,15169,google
34.177.64.0/19,15169,google
208.68.108.0/22,15169,google
64.233.160.0/19,15169,google
2404:f340:8000::/33,15169,google
2600:1900:4300::/42,15169,google
2600:1900:4340::/45,15169,google
2600:1900:4348::/47,15169,google
2600:1900:434a::/48,15169,google
2600:1900:c000::/34,15169,google
2600:1900:434c::/46,15169,google
2600:1900:4118::/45,15169,google
2600:1900:4350::/44,15169,google
2600:1900:4114::/46,15169,google
2600:1900:4112::/47,15169,google
2600:1900:4380::/41,15169,google
2600:1900:42e0::/43,15169,google
2600:1900:4110::/48,15169,google
2600:1900:4100::/44,15169,google
2600:1900::/34,15169,google
2600:1900:4248::/45,15169,google
209.85.128.0/17,15169,google
2404:6800::/32,15169,google
2600:1900:8080::/41,15169,google
216.58.192.0/19,15169,google
216.73.80.0/20,15169,google
216.239.32.0/20,15169,google
216.239.48.0/21,15169,google
216.239.56.0/22,15169,google
2600:1900:8040::/42,15169,google
216.239.61.0/24,15169,google
2600:1900:42d8::/45,15169,google
2600:1900:8020::/43,15169,google
2600:1900:4250::/44,15169,google
2600:1900:4260::/44,15169,google
2600:1900:4400::/38,15169,google
2600:1900:4800::/37,15169,google
2600:1900:4270::/47,15169,google
2600:1900:5000::/38,15169,google
2600:1900:5410::/44,15169,google
2600:1900:5420::/43,15169,google
2600:1900:5440::/42,15169,google
2600:1900:4272::/48,15169,google
2600:1900:5480::/41,15169,google
2600:1900:42d0::/46,15169,google
2600:1900:5500::/40,15169,google
2600:1900:5800::/37,15169,google
2600:1900:6000::/35,15169,google
2600:1900:4274::/46,15169,google
2600:1900:8010::/44,15169,google
2600:1900:4278::/45,15169,google
2600:1900:4290::/44,15169,google
2600:1900:42a0::/43,15169,google
2600:1900:4200::/42,15169,google
2600:1900:41f0::/44,15169,google
2600:1900:4130::/44,15169,google
2600:1900:42c0::/44,15169,google
2600:1900:5600::/39,15169,google
2001:4860:8000::/33,15169,google
2600:1900:4246::/47,15169,google
2001:4860:5000::/36,15169,google
2001:4860:4808::/46,15169,google
2600:1900:8800::/37,15169,google
2001:4860:4806::/47,15169,google
2001:4860:6000::/35,15169,google
2001:4860:4804::/48,15169,google
2001:4860:4800::/46,15169,google
2001:4860:4000::/37,15169,google
2600:1900:4360::/43,15169,google
2001:4860:2000::/35,15169,google
2001:4860:1800::/37,15169,google
2001:4860:1400::/38,15169,google
2001:4860:1200::/39,15169,google
2001:4860:1100::/40,15169,google
2001:4860:480d::/48,15169,google
2001:4860:1080::/41,15169,google
2001:4860:1050::/44,15169,google
2001:4860:1048::/45,15169,google
2001:4860:1044::/46,15169,google
2001:4860:1042::/47,15169,google
2001:4860:1041::/48,15169,google
2600:1900:9000::/36,15169,google
2001:4860:1030::/44,15169,google
2001:4860:1028::/45,15169,google
2001:4860:1026::/47,15169,google
2001:4860:1024::/48,15169,google
2001:4860:1020::/46,15169,google
2600:1900:a000::/35,15169,google
2001:4860:1000::/43,15169,google
2001:4860:1060::/43,15169,google
2001:4860:480e::/47,15169,google
216.239.62.0/23,15169,google
2001:4860:4900::/40,15169,google
2600:1900:8400::/38,15169,google
2001:4860:4810::/44,15169,google
2001:4860:4880::/41,15169,google
2600:1900:8200::/39,15169,google
2001:4860:4840::/42,15169,google
2001:4860:4820::/43,15169,google
2600:1900:8100::/40,15169,google
2001:4860:4a00::/39,15169,google
2001:4860:4c00::/38,15169,google
70.32.140.0/24,32381,google-cloud-networking
2001:4860:480c::/48,32381,google-cloud-networking
2001:4860:1040::/48,32381,google-cloud-networking
2001:4860:1025::/48,32381,google-cloud-networking
207.126.144.0/22,32381,google-cloud-networking
34.1.77.0/24,19527,google-2
2a00:79e1:f20::/46,395973,google-2
2a00:79e1:f54::/48,395973,google-2
2a00:79e1:f2b::/48,395973,google-2
2a00:79e1:f29::/48,395973,google-2
34.1.81.0/24,19527,google-2
34.1.82.0/24,19527,google-2
2a00:79e1:f25::/48,395973,google-2
2a00:79e1:f2c::/48,395973,google-2
2a00:79e1:f1f::/48,395973,google-2
2a00:79e1:f32::/48,395973,google-2
34.0.236.0/22,19527,google-2
2a00:79e1:f18::/46,395973,google-2
2a00:79e1:f62::/47,395973,google-2
2a00:79e1:f52::/48,395973,google-2
2a00:79e1:f4e::/48,395973,google-2
2a00:79e1:f4c::/48,395973,google-2
2a00:79e1:f17::/48,395973,google-2
2a00:79e1:f48::/47,395973,google-2
34.0.0.0/19,19527,google-2
2a00:79e1:f44::/47,395973,google-2
2a00:79e1:f56::/47,395973,google-2
34.0.64.0/19,19527,google-2
2a00:79e1:f41::/48,395973,google-2
2a00:79e1:f3e::/47,395973,google-2
34.0.228.0/22,19527,google-2
34.0.232.0/23,19527,google-2
2a00:79e1:f3b::/48,395973,google-2
2a00:79e1:f39::/48,395973,google-2
2a00:79e1:f35::/48,395973,google-2
2a00:79e1:f1c::/47,395973,google-2
34.0.235.0/24,19527,google-2
2a00:79e1:f14::/47,395973,google-2
2600:1902::/31,19527,google-2
104.134.206.0/23,395973,google-2
34.1.100.0/22,19527,google-2
104.134.185.0/24,395973,google-2
104.134.180.0/24,395973,google-2
104.134.179.0/24,395973,google-2
104.134.176.0/23,395973,google-2
104.134.172.0/24,395973,google-2
104.134.170.0/24,395973,google-2
104.134.168.0/23,395973,google-2
104.134.166.0/23,395973,google-2
104.134.164.0/24,395973,google-2
104.134.160.0/22,395973,google-2
104.134.156.0/22,395973,google-2
104.134.154.0/24,395973,google-2
104.134.152.0/23,395973,google-2
104.134.151.0/24,395973,google-2
104.134.147.0/24,395973,google-2
104.134.136.0/22,395973,google-2
104.134.131.0/24,395973,google-2
34.188.0.0/14,19527,google-2
35.206.8.0/24,19527,google-2
35.206.10.0/23,19527,google-2
35.206.12.0/22,19527,google-2
35.206.16.0/20,19527,google-2
35.207.192.0/18,19527,google-2
35.218.0.0/16,19527,google-2
35.219.192.0/19,19527,google-2
104.134.188.0/24,395973,google-2
104.134.191.0/24,395973,google-2
104.134.192.0/24,395973,google-2
104.134.195.0/24,395973,google-2
34.1.104.0/21,19527,google-2
34.1.112.0/20,19527,google-2
34.1.128.0/17,19527,google-2
34.2.0.0/16,19527,google-2
34.3.16.0/20,19527,google-2
34.3.32.0/19,19527,google-2
34.3.64.0/18,19527,google-2
34.3.128.0/17,19527,google-2
34.4.16.0/20,19527,google-2
34.4.32.0/19,19527,google-2
34.4.64.0/18,19527,google-2
34.4.128.0/17,19527,google-2
34.1.99.0/24,19527,google-2
34.5.0.0/16,19527,google-2
34.112.0.0/14,19527,google-2
104.134.230.0/23,395973,google-2
104.134.220.0/23,395973,google-2
104.134.219.0/24,395973,google-2
104.134.217.0/24,395973,google-2
104.134.214.0/24,395973,google-2
104.134.212.0/24,395973,google-2
104.134.210.0/23,395973,google-2
2a00:79e1:f11::/48,395973,google-2
104.134.203.0/24,395973,google-2
104.134.200.0/23,395973,google-2
104.134.196.0/24,395973,google-2
34.6.0.0/15,19527,google-2
2a00:79e1:f0e::/48,395973,google-2
2a00:79e1:f13::/48,395973,google-2
2a00:79e1:f0a::/47,395973,google-2
2a00:79e1:380::/48,395973,google-2
2a00:79e0:500::/47,395973,google-2
2a00:79e0:508::/46,395973,google-2
2a00:79e0:504::/48,395973,google-2
2a00:79e1:f01::/48,395973,google-2
2a00:79e1:f02::/47,395973,google-2
2a00:79e1:f04::/47,395973,google-2
2a00:79e0:503::/48,395973,google-2
2a00:79e1:f06::/48,395973,google-2
209.133.250.0/24,396982,google-cloud-platform
209.133.255.0/24,396982,google-cloud-platform
193.108.15.0/24,396982,google-cloud-platform
193.151.72.0/22,396982,google-cloud-platform
193.177.222.0/24,396982,google-cloud-platform
194.38.4.0/22,396982,google-cloud-platform
104.133.128.0/23,396982,google-cloud-platform
103.248.10.0/24,396982,google-cloud-platform
209.209.125.0/24,396982,google-cloud-platform
193.73.208.0/24,396982,google-cloud-platform
208.127.224.0/19,396982,google-cloud-platform
103.246.36.0/22,396982,google-cloud-platform
192.231.134.0/24,396982,google-cloud-platform
193.142.111.0/24,396982,google-cloud-platform
209.188.98.0/24,396982,google-cloud-platform
103.232.218.0/24,396982,google-cloud-platform
208.127.208.0/20,396982,google-cloud-platform
198.235.24.0/24,396982,google-cloud-platform
103.165.152.0/23,396982,google-cloud-platform
198.179.226.0/23,396982,google-cloud-platform
198.151.157.0/24,396982,google-cloud-platform
198.135.184.0/24,396982,google-cloud-platform
198.135.124.0/23,396982,google-cloud-platform
103.169.213.0/24,396982,google-cloud-platform
103.242.79.0/24,396982,google-cloud-platform
103.177.50.0/23,396982,google-cloud-platform
195.234.145.0/24,396982,google-cloud-platform
195.149.126.0/24,396982,google-cloud-platform
195.10.199.0/24,396982,google-cloud-platform
216.59.133.0/24,396982,google-cloud-platform
194.187.56.0/22,396982,google-cloud-platform
212.11.79.0/24,396982,google-cloud-platform
103.224.174.0/24,396982,google-cloud-platform
103.218.173.0/24,396982,google-cloud-platform
192.200.190.0/23,396982,google-cloud-platform
192.149.17.0/24,396982,google-cloud-platform
199.19.248.0/22,396982,google-cloud-platform
185.146.174.0/23,396982,google-cloud-platform
185.145.247.0/24,396982,google-cloud-platform
185.142.146.0/24,396982,google-cloud-platform
185.142.144.0/23,396982,google-cloud-platform
185.137.157.0/24,396982,google-cloud-platform
185.131.202.0/24,396982,google-cloud-platform
185.124.96.0/24,396982,google-cloud-platform
185.110.98.0/24,396982,google-cloud-platform
185.94.240.0/22,396982,google-cloud-platform
185.92.208.0/24,396982,google-cloud-platform
185.88.148.0/22,396982,google-cloud-platform
185.81.120.0/23,396982,google-cloud-platform
104.154.0.0/18,396982,google-cloud-platform
104.154.64.0/19,396982,google-cloud-platform
104.154.96.0/20,396982,google-cloud-platform
104.154.112.0/21,396982,google-cloud-platform
104.154.120.0/22,396982,google-cloud-platform
185.162.80.0/22,396982,google-cloud-platform
192.158.28.0/22,396982,google-cloud-platform
185.168.204.0/24,396982,google-cloud-platform
185.180.142.0/24,396982,google-cloud-platform
192.107.133.0/24,396982,google-cloud-platform
192.104.36.0/24,396982,google-cloud-platform
192.69.115.0/24,396982,google-cloud-platform
208.127.192.0/21,396982,google-cloud-platform
192.40.69.0/24,396982,google-cloud-platform
192.19.255.0/24,396982,google-cloud-platform
192.19.120.0/24,396982,google-cloud-platform
188.92.136.0/23,396982,google-cloud-platform
188.92.121.0/24,396982,google-cloud-platform
185.249.220.0/24,396982,google-cloud-platform
185.241.47.0/24,396982,google-cloud-platform
185.235.238.0/23,396982,google-cloud-platform
185.227.234.0/24,396982,google-cloud-platform
185.225.161.0/24,396982,google-cloud-platform
185.207.237.0/24,396982,google-cloud-platform
185.197.148.0/24,396982,google-cloud-platform
185.188.93.0/24,396982,google-cloud-platform
185.180.48.0/22,396982,google-cloud-platform
103.157.55.0/24,396982,google-cloud-platform
199.19.252.0/23,396982,google-cloud-platform
103.125.224.0/24,396982,google-cloud-platform
74.120.14.0/24,396982,google-cloud-platform
205.210.31.0/24,396982,google-cloud-platform
74.125.64.0/23,396982,google-cloud-platform
74.125.66.0/24,396982,google-cloud-platform
205.142.22.0/23,396982,google-cloud-platform
204.138.99.0/24,396982,google-cloud-platform
204.107.8.0/24,396982,google-cloud-platform
74.112.186.0/23,396982,google-cloud-platform
204.87.186.0/24,396982,google-cloud-platform
204.16.33.0/24,396982,google-cloud-platform
204.10.52.0/22,396982,google-cloud-platform
203.4.191.0/24,396982,google-cloud-platform
74.221.128.0/24,396982,google-cloud-platform
80.91.225.0/24,396982,google-cloud-platform
85.208.98.0/24,396982,google-cloud-platform
87.238.241.0/24,396982,google-cloud-platform
204.62.215.0/24,396982,google-cloud-platform
74.51.254.0/24,396982,google-cloud-platform
207.154.144.0/22,396982,google-cloud-platform
70.32.159.0/24,396982,google-cloud-platform
208.67.156.0/22,396982,google-cloud-platform
66.103.16.0/20,396982,google-cloud-platform
66.159.192.0/19,396982,google-cloud-platform
66.170.109.0/24,396982,google-cloud-platform
208.56.42.0/23,396982,google-cloud-platform
67.199.248.0/24,396982,google-cloud-platform
69.48.216.0/24,396982,google-cloud-platform
69.48.232.0/23,396982,google-cloud-platform
208.56.40.0/24,396982,google-cloud-platform
208.56.38.0/24,396982,google-cloud-platform
208.56.36.0/23,396982,google-cloud-platform
